col1,col2,col3
4.938377330257564,-0.4552599531179134,1.1072700189214335
-2.83413236432201,0.16477491143061576,0.6594892955712564
2.626460008463255,-0.7353597828512984,-0.17252760085677146
-2.6189479238269464,-1.3902210388862133,-1.1890253357438763
-0.6260347242384321,0.239523820147423,-1.3083885744850423
0.4844726880475034,1.4646015516009756,0.01812494744529288
0.6412159290258813,0.8834128718271007,1.4560585344726793
-2.4219061077842925,-1.0568134977070007,-0.8072034924535275
-2.9681428480298266,-1.4036681342430084,-0.6469804518988276
-5.245106541428222,0.5085951902479312,0.3067645004628499
-1.4737005602873758,-3.230403449745347,0.17616424917595672
4.283035614976836,-1.9394173594462567,-0.11851647314738673
-1.8610991699603958,1.4038520875772125,1.3539229099359136
-1.4439078480183931,-3.3603424292306703,-0.2695251323488712
4.247277681825608,-0.39538435885287854,2.1191768571701046
-3.3230450704932446,0.8383073499583692,-1.2021465487651701
0.48618273104833637,-1.4967279999159475,0.33592991680031986
3.1820883001591493,3.412918985598959,0.4838180340709073
-1.8301739808958803,-2.0309949479272817,0.41406493103862235
0.21256597673647964,-2.315395027867314,-0.26996312880745765
2.2240221570157126,1.7791308704878928,-2.346233300691439
-0.23515715206735996,1.7203406602769236,0.6932723917408943
0.006605530288977338,1.5669037161589994,0.32878757079845644
-1.062852880366838,2.33103005216903,1.1181373691421543
-0.752408338719709,-3.2864160459245,1.8301475228436554
-2.5394468390869394,1.660244668567533,-0.8200967387300707
-1.8651033862549313,-1.3557285774349273,-1.704463744301529
5.024687199385375,-0.35713340881113687,-1.297867122952227
-1.0017783283985378,-3.85994407263459,1.6534594559250935
0.7082966148960409,-2.238304378498194,-0.3412184602535362
-1.9211601495661443,-0.09178909266248811,-0.24490201631551564
-1.5778333354347762,2.5259526777358534,2.040456394205026
3.0811077614158084,-0.8085492011966762,-0.3068768482958504
-2.885678989349324,0.1904044171970132,0.9709306528171865
1.1073530033902366,2.1913665659813844,0.0021141764388930774
-2.6740752651527373,-1.0752615905283978,-0.7484151957192545
-1.7980919416027472,-0.965541497939834,1.2595428159235915
3.0804702599677536,-1.081997599814071,1.9704401592180225
3.361369192915197,1.8443212701671516,-1.7118525100402935
-3.040586597060081,-1.5182167821609516,-1.0193805934379694
-2.4903065963700652,-0.5928148829334223,-0.15665382028939792
-2.961018894264136,-1.3498082623379706,-0.8252284304713545
4.842380464719454,-1.9105607488676553,-0.4720469477831552
-1.2524295077135719,-2.98077840239063,0.07582721274096739
-2.8259092646860524,-1.1212830392099613,-0.78938541277169
0.2262848464631331,4.359295760594778,-0.3615217072206706
0.8884400717478793,0.3578879887010821,1.1407367026998108
5.383009662963494,-0.11601830541782271,-1.0771676174348144
-2.2463416792091495,-1.861590534947732,0.6794884900428794
6.024470867009576,-1.1176471224746394,-0.05183418029917313
-0.7950641880274851,2.912098199381494,-1.1835658044641093
6.593424287219357,0.44199884441494425,-1.297150166586079
4.148109066164004,-1.5877751930316353,0.5468602426166193
-2.154114594099852,-2.478192020957408,0.17259408478154764
-0.734874149974006,1.4539222701235366,0.6629235484396516
4.165396615054829,-1.7707389221829761,0.7679292560655502
-0.7855057185127603,2.324343173964881,-1.3447642027889681
1.1231402450892805,2.1286417711308068,2.776877114039573
0.26243730899437934,0.8094578855791533,2.4206749592747765
3.3188144318447694,-0.7247850681558554,-0.6609142970174342
-2.7692417680856334,-1.4621097207058724,-1.1072788975561185
-3.66026480610235,0.2398772639410975,-1.1635827312468905
3.4678649884418693,1.5689793824101474,1.194657875169455
1.1032695340615244,1.4702816732327155,-0.41408813606328243
-0.028578958132662917,4.958393186655401,-2.094756259168757
3.720833011046428,-0.659811020989136,-0.8654932889133657
1.914147338391604,2.834438695641168,0.04043703708010667
-1.4016203377546887,2.894320393055819,-0.3703339347330798
-0.31976820136020645,-2.4684513902964005,-0.10241940984117644
-2.4096913277251146,-2.2273502115150134,0.4955924237318829
4.500037944943069,-0.752769158495311,-1.135700704668726
6.3212761249132665,-1.0898534134195081,-0.04118019872049832
-1.086306942389281,-3.468924849600385,-0.30252799013726783
0.9901111512382276,-0.5167374605586612,1.2558706340768966
-2.183403098092393,-1.3543204819177985,0.8713996803988407
-2.9586618699584006,-1.5363353597493021,-0.8986148239945222
